날짜,시가,고가,저가,종가,거래량,등락률,EMA_short,EMA_long,MACD,MACD_Signal,RSI,RSI_Signal
2013-03-14,28450,29000,28400,28900,5071138,2.1201413427561837,27711.16878413164,26761.549829276584,949.6189548550574,800.7105569254622,70.9090909090909,72.9755991336464
2013-03-15,29000,29200,28400,28800,4473661,-0.34602076124567477,27878.68127888062,26912.54613821906,966.1351406615613,833.7954736726821,72.22222222222223,72.82492375136157
2013-03-18,28550,28900,28400,28400,2926693,-1.3888888888888888,27958.884159052832,27022.727905758387,936.1562532944445,854.2676295970347,68.42105263157895,71.94414952740505
2013-03-19,28800,28900,28350,28650,3232956,0.8802816901408451,28065.209673044705,27143.266579405914,921.9430936387907,867.8027224053859,68.42105263157895,71.23953014823984
2013-03-20,28500,28850,28350,28600,2632433,-0.17452006980802792,28147.485107960903,27251.17275870918,896.3123492517225,873.5046477746532,71.55963302752293,71.30355072409645
2013-03-21,28850,28900,28050,28050,3426566,-1.9230769230769231,28132.487399043843,27310.345146952946,822.1422520908964,863.232168637902,63.47826086956522,69.73849275319022
2013-03-22,27900,28450,27650,28300,3555515,0.8912655971479502,28158.258568421712,27383.65291384532,774.6056545763931,845.5068658256002,70.9090909090909,69.97261238437036
2013-03-25,29050,29200,28850,29050,3959211,2.65017667844523,28295.449557895296,27507.086031338258,788.3635265570374,834.0781979718878,69.52380952380952,69.8828518122582
2013-03-26,29050,29500,29000,29500,5570927,1.549053356282272,28480.76501052679,27654.709288276164,826.055722250625,832.4737028276352,65.95744680851064,69.09777081150868
2013-03-27,29600,29700,29200,29450,3184531,-0.1694915254237288,28629.878085830358,27787.693785440893,842.1843003894646,834.4158223400011,64.13043478260869,68.10430360572869
2013-03-28,29450,29450,28950,29250,3223050,-0.6791171477079796,28725.28145724107,27896.012764297124,829.2686929439478,833.3863964607906,60.638297872340424,66.61110245905104
2013-03-29,29500,29650,28750,28750,3045853,-1.7094017094017095,28729.084309973216,27959.271078052894,769.8132319203214,820.6717635526968,51.54639175257732,63.598160317756296
2013-04-01,28900,29050,28600,28650,1972865,-0.34782608695652173,28716.91749305426,28010.43618338231,706.4813096719517,797.8336727765478,56.17977528089887,62.11448331038481
2013-04-02,28750,28900,28350,28400,3577498,-0.8726003490401396,28668.160955661297,28039.29276239103,628.8681932702675,764.0405768752919,51.11111111111111,59.913808870530076
2013-04-03,28600,29150,28550,28900,3584222,1.7605633802816902,28703.828500944175,28103.048854065768,600.7796468784072,731.388390875915,50.0,57.93104709642407
2013-04-04,28550,29200,28400,29200,4869239,1.0380622837370241,28780.162577721992,28184.30449450534,595.8580832166517,704.2823293440624,54.34782608695652,57.21440289453056
2013-04-05,29300,29300,28350,28550,3681853,-2.2260273972602738,28744.752950380145,28211.39305046791,533.3598999122369,670.0978434576973,51.54639175257732,56.080800666139915
2013-04-08,28600,28700,27800,27900,4153747,-2.276707530647986,28614.790958013968,28188.3268985814,426.4640594325683,621.3710866526715,42.857142857142854,53.436069104340504
2013-04-09,27900,28200,27300,27800,4473759,-0.35842293906810035,28489.438502934896,28159.561943130924,329.87655980397176,563.0721812829315,42.45283018867925,51.23942132120826
2013-04-10,28150,28200,27800,27950,2896417,0.539568345323741,28406.447964021834,28144.038836232336,262.4091277894986,502.93957058424496,48.97959183673469,50.78745542431355
2013-04-11,28450,29100,28300,29000,5236997,3.7567084078711988,28497.76366186463,28207.443366881795,290.32029498283373,460.4157154639627,56.140350877192986,51.85803451488944
2013-04-12,29050,29350,28650,28800,3407336,-0.6896551724137931,28544.2615600393,28251.336450816474,292.925109222826,426.91759421573545,47.57281553398058,51.00099071870767
2013-04-15,28950,29350,28700,29150,2715965,1.215277777777778,28637.45208926402,28317.904121126365,319.5479681376564,405.4436690001197,46.53465346534653,50.10772326803544
2013-04-16,28850,29250,28750,29100,3276359,-0.17152658662092624,28708.613306300325,28375.837149191077,332.77615710924874,390.91016662194556,46.53465346534653,49.39310930749766
2013-04-17,29350,29400,28650,28750,3075896,-1.202749140893471,28714.98048994643,28403.552915917666,311.42757402876305,375.0136481033091,45.192307692307686,48.55294898445967
2013-04-18,28400,28500,27850,27900,5206918,-2.9565217391304346,28589.598876108517,28366.252699923767,223.34617618475022,344.68015371959734,42.34234234234234,47.31082765603621
2013-04-19,27900,28850,27850,28800,3895261,3.225806451612903,28621.96827978413,28398.382129559042,223.5861502250882,320.4613530206955,51.181102362204726,48.08488259726992
2013-04-22,28800,29100,28600,29000,2012549,0.6944444444444444,28680.127005971186,28442.946416258375,237.18058971281062,303.80520035911854,54.76190476190476,49.42028703019689
2013-04-23,29050,29050,28450,28850,2009817,-0.5172413793103449,28706.26131274485,28473.09853357257,233.16277917227853,289.6767161217506,49.57983193277311,49.452196010712136
2013-04-24,29400,29600,29000,29100,4683116,0.8665511265164645,28766.83649539949,28519.53567923386,247.30081616562893,281.2015361305263,49.152542372881356,49.39226528314598
2013-04-25,29650,29950,29450,29500,11394824,1.3745704467353952,28879.630880722645,28592.16266595728,287.4682147653657,282.4548718574942,58.4070796460177,51.19522815572033
2013-04-26,29400,29750,29250,29450,2667806,-0.1694915254237288,28967.379975996082,28655.706172182665,311.6738038134172,288.2986582486788,65.34653465346534,54.02548945526933
2013-04-29,29550,29850,29500,29550,2368216,0.3395585738539898,29057.01382584284,28721.950159428394,335.06366641444765,297.6516598818326,67.32673267326733,56.68573809886894
2013-04-30,29850,30000,29550,29900,4973679,1.1844331641285957,29186.704006482403,28809.213110581844,377.4908959005588,313.6195070855778,68.57142857142857,59.062876193380866
2013-05-02,29750,29850,29300,29450,2792031,-1.5050167224080269,29227.211082408186,28856.6788060943,370.53227631388654,325.0020609312396,54.83870967741936,58.21804289018857
2013-05-03,29650,29700,29000,29550,3767197,0.3395585738539898,29276.87091588385,28908.035931568797,368.8349843150536,333.76864560800243,58.241758241758234,58.222785960502506
2013-05-06,29700,29850,28850,28900,4225049,-2.199661590524535,29218.890774978645,28907.440677378516,311.4500976001291,329.30493600642774,47.42268041237113,56.062764850876235
2013-05-07,28900,28950,28400,28600,3154316,-1.0380622837370241,29123.676809597313,28884.667293868995,239.00951572831764,311.24585195080573,45.09803921568627,53.86981972383825
